	AlignmentCoverage	AlignmentIdentity	AlignmentLength	AlignmentLengthStripped	Distance	Family	Ka	Ks	Node	Omega	Paralog1	Paralog2	WeightOutliersIncluded	WeightOutliersExcluded
Potri.007G121200.1__Potri.017G039300.1	0.52281	0.89455	1578.0	825.0	0.16566	GF_001257	0.0865	0.3079	6.0	0.281	Potri.007G121200.1	Potri.017G039300.1	1.0	1.0
Potri.002G214500.1__Potri.002G220700.1	0.55703	0.9931700000000001	1578.0	879.0	0.00974	GF_001257	0.0062	0.0058	7.0	1.0669	Potri.002G220700.1	Potri.002G214500.1	1.0	1.0
Potri.017G095100.1__Potri.017G096900.1	0.29834	0.9663200000000001	2886.0	861.0	0.036289999999999996	GF_001236	0.0107	0.0166	6.0	0.6457	Potri.017G095100.1	Potri.017G096900.1	1.0	1.0
Potri.004G116500.1__Potri.017G095100.1	0.30457	0.92605	2886.0	879.0	0.058710000000000005	GF_001236	0.0386	0.2794	7.0	0.1381	Potri.004G116500.1	Potri.017G095100.1	0.5	0.5
Potri.004G116500.1__Potri.017G096900.1	0.39397	0.9102899999999999	2886.0	1137.0	0.08932000000000001	GF_001236	0.0502	0.3009	7.0	0.1668	Potri.004G116500.1	Potri.017G096900.1	0.5	0.5
Potri.004G116500.1__Potri.017G096900.1	0.39397	0.9102899999999999	2886.0	1137.0	0.08932000000000001	GF_001236	0.0502	0.3009	7.0	0.1668	Potri.004G116500.1	Potri.017G096900.1	0.5	0.5
Potri.004G116500.1__Potri.008G096900.1	0.38981	0.64622	2886.0	1125.0	0.5402600000000001	GF_001236	0.1645	1.3896	8.0	0.1184	Potri.008G096900.1	Potri.004G116500.1	0.33333	0.33333
Potri.004G116500.1__Potri.008G096900.1	0.38981	0.64622	2886.0	1125.0	0.5402600000000001	GF_001236	0.1645	1.3896	8.0	0.1184	Potri.008G096900.1	Potri.004G116500.1	0.33333	0.33333
Potri.008G096900.1__Potri.017G095100.1	0.29418	0.64193	2886.0	849.0	0.5113300000000001	GF_001236	0.1356	1.1685	8.0	0.11599999999999999	Potri.008G096900.1	Potri.017G095100.1	0.33333	0.33333
Potri.008G096900.1__Potri.017G095100.1	0.29418	0.64193	2886.0	849.0	0.5113300000000001	GF_001236	0.1356	1.1685	8.0	0.11599999999999999	Potri.008G096900.1	Potri.017G095100.1	0.33333	0.33333
Potri.008G096900.1__Potri.017G096900.1	0.38358000000000003	0.65492	2886.0	1107.0	0.54194	GF_001236	0.1486	1.1015	8.0	0.1349	Potri.008G096900.1	Potri.017G096900.1	0.33333	0.33333
Potri.008G096900.1__Potri.017G096900.1	0.38358000000000003	0.65492	2886.0	1107.0	0.54194	GF_001236	0.1486	1.1015	8.0	0.1349	Potri.008G096900.1	Potri.017G096900.1	0.33333	0.33333
Potri.008G096900.1__Potri.010G157700.1	0.21414	0.5453100000000001	2886.0	618.0	0.96198	GF_001236	0.1279	0.6219	9.0	0.2056	Potri.010G157700.1	Potri.008G096900.1	0.25	0.25
Potri.004G116500.1__Potri.010G157700.1	0.21518	0.50564	2886.0	621.0	1.04414	GF_001236	0.2033	1.547	9.0	0.1314	Potri.010G157700.1	Potri.004G116500.1	0.25	0.25
Potri.004G116500.1__Potri.010G157700.1	0.21518	0.50564	2886.0	621.0	1.04414	GF_001236	0.2033	1.547	9.0	0.1314	Potri.010G157700.1	Potri.004G116500.1	0.25	0.25
Potri.010G157700.1__Potri.017G095100.1	0.21101999999999999	0.5139600000000001	2886.0	609.0	1.01521	GF_001236	0.177	1.4862	9.0	0.1191	Potri.010G157700.1	Potri.017G095100.1	0.25	0.25
Potri.010G157700.1__Potri.017G095100.1	0.21101999999999999	0.5139600000000001	2886.0	609.0	1.01521	GF_001236	0.177	1.4862	9.0	0.1191	Potri.010G157700.1	Potri.017G095100.1	0.25	0.25
Potri.010G157700.1__Potri.017G096900.1	0.21101999999999999	0.50739	2886.0	609.0	1.04582	GF_001236	0.1633	1.5382	9.0	0.1061	Potri.010G157700.1	Potri.017G096900.1	0.25	0.25
Potri.010G157700.1__Potri.017G096900.1	0.21101999999999999	0.50739	2886.0	609.0	1.04582	GF_001236	0.1633	1.5382	9.0	0.1061	Potri.010G157700.1	Potri.017G096900.1	0.25	0.25
Potri.012G128800.1__Potri.015G130400.1	0.73243	0.8474799999999999	1110.0	813.0	0.25321	GF_001262	0.1047	0.4852	6.0	0.2159	Potri.012G128800.1	Potri.015G130400.1	1.0	1.0
Potri.012G128800.1__Potri.015G130400.1	0.73243	0.8474799999999999	1110.0	813.0	0.25321	GF_001262	0.1047	0.4852	6.0	0.2159	Potri.012G128800.1	Potri.015G130400.1	1.0	1.0
Potri.004G129700.1__Potri.017G080000.1	0.96486	0.70121	1110.0	1071.0	0.55311	GF_001262	0.2598	1.4976	9.0	0.1735	Potri.017G080000.1	Potri.004G129700.1	0.33333	0.33333
Potri.013G092900.1__Potri.019G065600.1	0.18639	0.74453	2205.0	411.0	0.4224	GF_001238	0.9946	68.4247	6.0	0.0145	Potri.013G092900.1	Potri.019G065600.1	1.0	0.0
Potri.008G067700.1__Potri.010G189600.1	0.28026999999999996	0.9093899999999999	2205.0	618.0	0.08235	GF_001238	0.0002	0.1641	7.0	0.001	Potri.010G189600.1	Potri.008G067700.1	1.0	1.0
Potri.001G174900.1__Potri.003G059400.1	0.8966	0.9129999999999999	2205.0	1977.0	0.10156	GF_001238	0.0925	0.0009	8.0	99.0	Potri.003G059400.1	Potri.001G174900.1	1.0	0.0
Potri.007G137600.1__Potri.017G014400.1	0.85455	0.92199	495.0	423.0	0.05732999999999999	GF_001237	0.0229	0.3552	6.0	0.0644	Potri.017G014400.1	Potri.007G137600.1	1.0	1.0
Potri.007G137600.1__Potri.017G014400.1	0.85455	0.92199	495.0	423.0	0.05732999999999999	GF_001237	0.0229	0.3552	6.0	0.0644	Potri.017G014400.1	Potri.007G137600.1	1.0	1.0
Potri.008G189900.1__Potri.010G041000.1	0.83636	0.9372	495.0	414.0	0.07138	GF_001237	0.0317	0.1457	7.0	0.2174	Potri.010G041000.1	Potri.008G189900.1	1.0	1.0
Potri.001G396100.1__Potri.011G114800.1	0.91515	0.8874200000000001	495.0	453.0	0.18529	GF_001237	0.0658	0.1646	9.0	0.3999	Potri.011G114800.1	Potri.001G396100.1	0.33333	1.0
Potri.011G114800.1__Potri.017G014400.1	0.82424	0.69853	495.0	408.0	0.43745	GF_001237	0.213	1.9509	10.0	0.1092	Potri.017G014400.1	Potri.011G114800.1	0.125	0.16667
Potri.011G114800.1__Potri.017G014400.1	0.82424	0.69853	495.0	408.0	0.43745	GF_001237	0.213	1.9509	10.0	0.1092	Potri.017G014400.1	Potri.011G114800.1	0.125	0.16667
Potri.001G396100.1__Potri.017G014400.1	0.81818	0.6963	495.0	405.0	0.5674399999999999	GF_001237	0.228	1.9731	10.0	0.1156	Potri.017G014400.1	Potri.001G396100.1	0.125	0.16667
Potri.001G396100.1__Potri.017G014400.1	0.81818	0.6963	495.0	405.0	0.5674399999999999	GF_001237	0.228	1.9731	10.0	0.1156	Potri.017G014400.1	Potri.001G396100.1	0.125	0.16667
Potri.007G137600.1__Potri.011G114800.1	0.8303	0.69586	495.0	411.0	0.42128000000000004	GF_001237	0.2121	2.5151	10.0	0.0843	Potri.007G137600.1	Potri.011G114800.1	0.125	0.16667
Potri.007G137600.1__Potri.011G114800.1	0.8303	0.69586	495.0	411.0	0.42128000000000004	GF_001237	0.2121	2.5151	10.0	0.0843	Potri.007G137600.1	Potri.011G114800.1	0.125	0.16667
Potri.001G396100.1__Potri.007G137600.1	0.82424	0.68137	495.0	408.0	0.5512699999999999	GF_001237	0.2253	3.5705	10.0	0.0631	Potri.007G137600.1	Potri.001G396100.1	0.125	0.16667
Potri.001G396100.1__Potri.007G137600.1	0.82424	0.68137	495.0	408.0	0.5512699999999999	GF_001237	0.2253	3.5705	10.0	0.0631	Potri.007G137600.1	Potri.001G396100.1	0.125	0.16667
Potri.002G238200.1__Potri.014G143600.1	0.98259	0.72211	3102.0	3048.0	0.4428	GF_001270	0.1313	1.0968	9.0	0.1197	Potri.002G238200.1	Potri.014G143600.1	0.16667	0.16667
Potri.005G115700.1__Potri.007G013000.1	0.9923700000000001	0.9371799999999999	786.0	780.0	0.01584	GF_001260	0.0	0.0	9.0	99.0	Potri.005G115700.1	Potri.007G013000.1	0.25	0.0
Potri.005G115700.1__Potri.007G013000.1	0.9923700000000001	0.9371799999999999	786.0	780.0	0.01584	GF_001260	0.0	0.0	9.0	99.0	Potri.005G115700.1	Potri.007G013000.1	0.25	0.0
Potri.019G122200.1__Potri.019G124800.1	0.08778999999999999	0.49275	786.0	69.0	0.55584	GF_001260	20.0357	0.2881	10.0	69.5408	Potri.019G122200.1	Potri.019G124800.1	0.2	1.0
Potri.014G004600.1__Potri.014G010100.1	0.9212100000000001	0.99161	2589.0	2385.0	0.01004	GF_001241	0.005	0.0213	7.0	0.2364	Potri.014G004600.1	Potri.014G010100.1	1.0	1.0
Potri.007G004600.1__Potri.014G004600.1	0.8134399999999999	0.93305	2589.0	2106.0	0.07322999999999999	GF_001241	0.034	0.1874	8.0	0.1816	Potri.007G004600.1	Potri.014G004600.1	0.5	0.5
Potri.002G260400.1__Potri.014G196900.1	0.18195999999999998	0.82596	1863.0	339.0	0.33674	GF_001243	0.1523	0.2269	6.0	0.6713	Potri.014G196900.1	Potri.002G260400.1	1.0	1.0
Potri.001G288000.1__Potri.009G082300.1	0.69243	0.9131799999999999	1863.0	1290.0	0.13105999999999998	GF_001243	0.0419	0.2572	7.0	0.1628	Potri.009G082300.1	Potri.001G288000.1	1.0	1.0
Potri.001G288000.1__Potri.014G012400.1	0.67955	0.7109	1863.0	1266.0	0.42695	GF_001243	0.1309	1.3423	8.0	0.0976	Potri.014G012400.1	Potri.001G288000.1	0.5	0.5
Potri.001G020800.1__Potri.003G203800.1	0.78169	0.9414399999999999	1704.0	1332.0	0.060829999999999995	GF_001263	0.015	0.1689	7.0	0.0888	Potri.001G020800.1	Potri.003G203800.1	1.0	1.0
Potri.003G203800.1__Potri.016G043400.1	0.81162	0.7729600000000001	1704.0	1383.0	0.18846	GF_001263	0.0611	1.633	9.0	0.0374	Potri.016G043400.1	Potri.003G203800.1	0.33333	0.33333
Potri.006G046900.1__Potri.016G043400.1	0.80282	0.93056	1704.0	1368.0	0.04339	GF_001263	0.0086	0.2188	9.0	0.0392	Potri.016G043400.1	Potri.006G046900.1	0.33333	0.33333
Potri.002G030100.1__Potri.005G232400.1	0.24825	0.59937	2574.0	639.0	1.04778	GF_001252	0.5191	2.0768	9.0	0.25	Potri.002G030100.1	Potri.005G232400.1	0.25	1.0
Potri.004G208500.1__Potri.009G169900.1	0.95455	0.9172299999999999	1848.0	1764.0	0.08108	GF_001290	0.0432	0.2657	6.0	0.1626	Potri.009G169900.1	Potri.004G208500.1	1.0	1.0
Potri.002G004000.1__Potri.005G257000.1	0.95455	0.90986	1848.0	1764.0	0.10994000000000001	GF_001290	0.0479	0.2311	7.0	0.2072	Potri.002G004000.1	Potri.005G257000.1	1.0	1.0
Potri.001G457000.1__Potri.011G145000.1	0.93019	0.8952899999999999	1848.0	1719.0	0.13480999999999999	GF_001290	0.0626	0.2851	8.0	0.2197	Potri.001G457000.1	Potri.011G145000.1	1.0	1.0
Potri.001G457000.1__Potri.011G145000.1	0.93019	0.8952899999999999	1848.0	1719.0	0.13480999999999999	GF_001290	0.0626	0.2851	8.0	0.2197	Potri.001G457000.1	Potri.011G145000.1	1.0	1.0
Potri.001G457000.1__Potri.002G004000.1	0.9237	0.72115	1848.0	1707.0	0.32189	GF_001290	0.1474	2.8809	9.0	0.0512	Potri.002G004000.1	Potri.001G457000.1	0.25	0.25
Potri.001G457000.1__Potri.002G004000.1	0.9237	0.72115	1848.0	1707.0	0.32189	GF_001290	0.1474	2.8809	9.0	0.0512	Potri.002G004000.1	Potri.001G457000.1	0.25	0.25
Potri.002G004000.1__Potri.011G145000.1	0.92532	0.71345	1848.0	1710.0	0.35775999999999997	GF_001290	0.1604	2.6817	9.0	0.0598	Potri.002G004000.1	Potri.011G145000.1	0.25	0.25
Potri.002G004000.1__Potri.011G145000.1	0.92532	0.71345	1848.0	1710.0	0.35775999999999997	GF_001290	0.1604	2.6817	9.0	0.0598	Potri.002G004000.1	Potri.011G145000.1	0.25	0.25
Potri.001G457000.1__Potri.005G257000.1	0.9237	0.72701	1848.0	1707.0	0.34767	GF_001290	0.1551	2.0259	9.0	0.0766	Potri.005G257000.1	Potri.001G457000.1	0.25	0.25
Potri.005G257000.1__Potri.011G145000.1	0.92532	0.7193	1848.0	1710.0	0.38354	GF_001290	0.1704	1.8941	9.0	0.0899	Potri.005G257000.1	Potri.011G145000.1	0.25	0.25
Potri.002G004000.1__Potri.009G169900.1	0.9318200000000001	0.69338	1848.0	1722.0	0.39311	GF_001290	0.1676	5.2588	10.0	0.0319	Potri.009G169900.1	Potri.002G004000.1	0.125	0.0
Potri.002G004000.1__Potri.009G169900.1	0.9318200000000001	0.69338	1848.0	1722.0	0.39311	GF_001290	0.1676	5.2588	10.0	0.0319	Potri.009G169900.1	Potri.002G004000.1	0.125	0.0
Potri.005G257000.1__Potri.009G169900.1	0.9318200000000001	0.69396	1848.0	1722.0	0.41889	GF_001290	0.1762	3.8792	10.0	0.0454	Potri.009G169900.1	Potri.005G257000.1	0.125	0.14286
Potri.005G257000.1__Potri.009G169900.1	0.9318200000000001	0.69396	1848.0	1722.0	0.41889	GF_001290	0.1762	3.8792	10.0	0.0454	Potri.009G169900.1	Potri.005G257000.1	0.125	0.14286
Potri.009G169900.1__Potri.011G145000.1	0.9366899999999999	0.69902	1848.0	1731.0	0.41325	GF_001290	0.171	3.7766	10.0	0.0453	Potri.009G169900.1	Potri.011G145000.1	0.125	0.14286
Potri.002G004000.1__Potri.004G208500.1	0.9318200000000001	0.6928	1848.0	1722.0	0.40453	GF_001290	0.1685	4.7531	10.0	0.0355	Potri.004G208500.1	Potri.002G004000.1	0.125	0.14286
Potri.004G208500.1__Potri.005G257000.1	0.9318200000000001	0.6916399999999999	1848.0	1722.0	0.43031	GF_001290	0.1802	3.9493	10.0	0.0456	Potri.004G208500.1	Potri.005G257000.1	0.125	0.14286
Potri.001G457000.1__Potri.004G208500.1	0.93019	0.71204	1848.0	1719.0	0.3888	GF_001290	0.1654	2.6860000000000004	10.0	0.0616	Potri.004G208500.1	Potri.001G457000.1	0.125	0.14286
Potri.004G208500.1__Potri.011G145000.1	0.9366899999999999	0.69844	1848.0	1731.0	0.42467	GF_001290	0.1734	4.4398	10.0	0.039	Potri.004G208500.1	Potri.011G145000.1	0.125	0.14286
Potri.006G050800.1__Potri.016G055900.1	0.24324	0.88889	999.0	243.0	0.19927999999999998	GF_001295	0.0695	0.1396	6.0	0.498	Potri.006G050800.1	Potri.016G055900.1	1.0	1.0
Potri.001G263600.1__Potri.009G058500.1	0.1952	0.77949	999.0	195.0	0.37183	GF_001295	0.1877	0.4468	7.0	0.4201	Potri.009G058500.1	Potri.001G263600.1	1.0	1.0
Potri.009G058500.1__Potri.016G055900.1	0.21020999999999998	0.6523800000000001	999.0	210.0	0.77252	GF_001295	0.4012	0.8519	8.0	0.47100000000000003	Potri.016G055900.1	Potri.009G058500.1	0.25	0.25
Potri.001G263600.1__Potri.016G055900.1	0.2042	0.61275	999.0	204.0	0.67905	GF_001295	0.3783	2.6897	8.0	0.1406	Potri.016G055900.1	Potri.001G263600.1	0.25	0.25
Potri.002G048300.1__Potri.005G214400.1	0.92124	0.92576	2895.0	2667.0	0.06333	GF_001302	0.0212	0.2447	6.0	0.0865	Potri.002G048300.1	Potri.005G214400.1	1.0	1.0
Potri.001G280100.1__Potri.009G075300.1	0.8342	0.9258799999999999	2895.0	2415.0	0.09419	GF_001302	0.0379	0.2055	7.0	0.1844	Potri.009G075300.1	Potri.001G280100.1	1.0	1.0
Potri.001G280100.1__Potri.009G075300.1	0.8342	0.9258799999999999	2895.0	2415.0	0.09419	GF_001302	0.0379	0.2055	7.0	0.1844	Potri.009G075300.1	Potri.001G280100.1	1.0	1.0
Potri.006G103400.1__Potri.016G123800.1	0.86839	0.91846	2895.0	2514.0	0.10260999999999999	GF_001302	0.0404	0.2505	8.0	0.1615	Potri.016G123800.1	Potri.006G103400.1	1.0	1.0
Potri.006G103400.1__Potri.016G123800.1	0.86839	0.91846	2895.0	2514.0	0.10260999999999999	GF_001302	0.0404	0.2505	8.0	0.1615	Potri.016G123800.1	Potri.006G103400.1	1.0	1.0
Potri.001G280100.1__Potri.016G123800.1	0.83109	0.7049	2895.0	2406.0	0.46845	GF_001302	0.1783	1.5651	9.0	0.1139	Potri.001G280100.1	Potri.016G123800.1	0.25	0.25
Potri.002G003700.1__Potri.005G257300.1	0.39965	0.80087	1734.0	693.0	0.33292	GF_001306	0.2958	0.4522	6.0	0.6543	Potri.002G003700.1	Potri.005G257300.1	1.0	1.0
Potri.001G456500.1__Potri.011G145400.1	0.41522	0.9194399999999999	1734.0	720.0	0.14390999999999998	GF_001306	0.0002	0.2459	8.0	0.001	Potri.011G145400.1	Potri.001G456500.1	0.5	0.5
Potri.001G456500.1__Potri.011G145400.1	0.41522	0.9194399999999999	1734.0	720.0	0.14390999999999998	GF_001306	0.0002	0.2459	8.0	0.001	Potri.011G145400.1	Potri.001G456500.1	0.5	0.5
Potri.004G208900.1__Potri.011G145400.1	0.39273	0.71072	1734.0	681.0	0.8524799999999999	GF_001306	0.1108	0.4414	9.0	0.2511	Potri.004G208900.1	Potri.011G145400.1	0.33333	0.33333
Potri.004G208900.1__Potri.011G145400.1	0.39273	0.71072	1734.0	681.0	0.8524799999999999	GF_001306	0.1108	0.4414	9.0	0.2511	Potri.004G208900.1	Potri.011G145400.1	0.33333	0.33333
Potri.001G456500.1__Potri.004G208900.1	0.84429	0.59358	1734.0	1464.0	0.89975	GF_001306	0.1081	0.6941	9.0	0.1558	Potri.004G208900.1	Potri.001G456500.1	0.33333	0.33333
Potri.001G456500.1__Potri.004G208900.1	0.84429	0.59358	1734.0	1464.0	0.89975	GF_001306	0.1081	0.6941	9.0	0.1558	Potri.004G208900.1	Potri.001G456500.1	0.33333	0.33333
Potri.002G003700.1__Potri.004G208900.1	0.7439399999999999	0.6131800000000001	1734.0	1290.0	0.8726799999999999	GF_001306	0.0838	1.8686	10.0	0.0449	Potri.002G003700.1	Potri.004G208900.1	0.125	0.16667
Potri.002G003700.1__Potri.011G145400.1	0.38927	0.67852	1734.0	675.0	1.03908	GF_001306	0.1616	7.4336	10.0	0.0217	Potri.002G003700.1	Potri.011G145400.1	0.125	0.0
Potri.002G003700.1__Potri.011G145400.1	0.38927	0.67852	1734.0	675.0	1.03908	GF_001306	0.1616	7.4336	10.0	0.0217	Potri.002G003700.1	Potri.011G145400.1	0.125	0.0
Potri.001G456500.1__Potri.002G003700.1	0.73183	0.58944	1734.0	1269.0	1.08635	GF_001306	0.1613	11.648	10.0	0.0138	Potri.002G003700.1	Potri.001G456500.1	0.125	0.0
Potri.001G456500.1__Potri.002G003700.1	0.73183	0.58944	1734.0	1269.0	1.08635	GF_001306	0.1613	11.648	10.0	0.0138	Potri.002G003700.1	Potri.001G456500.1	0.125	0.0
Potri.004G208900.1__Potri.005G257300.1	0.37889	0.54186	1734.0	657.0	1.20452	GF_001306	0.2129	2.2307	10.0	0.0954	Potri.005G257300.1	Potri.004G208900.1	0.125	0.16667
Potri.005G257300.1__Potri.011G145400.1	0.13840999999999998	0.5	1734.0	240.0	1.3709200000000001	GF_001306	0.3789	1.4674	10.0	0.2582	Potri.005G257300.1	Potri.011G145400.1	0.125	0.16667
Potri.001G456500.1__Potri.005G257300.1	0.38408000000000003	0.51351	1734.0	666.0	1.41819	GF_001306	0.3744	1.5084	10.0	0.2482	Potri.005G257300.1	Potri.001G456500.1	0.125	0.16667
Potri.002G213800.1__Potri.T106300.1	0.43471000000000004	0.8247700000000001	1746.0	759.0	0.35035	GF_001299	0.1656	0.3224	6.0	0.5135	Potri.T106300.1	Potri.002G213800.1	1.0	1.0
Potri.006G211200.1__Potri.016G078200.1	0.85739	0.91917	1746.0	1497.0	0.10032	GF_001299	0.0531	0.1581	7.0	0.3362	Potri.016G078200.1	Potri.006G211200.1	1.0	1.0
Potri.004G201600.1__Potri.009G162900.1	0.8230200000000001	0.90675	1746.0	1437.0	0.11804	GF_001299	0.0529	0.1931	8.0	0.27399999999999997	Potri.009G162900.1	Potri.004G201600.1	1.0	1.0
Potri.004G159900.1__Potri.009G121000.1	0.8898	0.9159	735.0	654.0	0.09684	GF_001298	0.0315	0.261	6.0	0.1206	Potri.009G121000.1	Potri.004G159900.1	1.0	1.0
Potri.002G226000.1__Potri.014G157100.1	0.8816299999999999	0.9413600000000001	735.0	648.0	0.04295	GF_001298	0.0199	0.1875	7.0	0.106	Potri.014G157100.1	Potri.002G226000.1	1.0	1.0
Potri.004G004900.1__Potri.011G010800.1	0.91837	0.94815	735.0	675.0	0.05524	GF_001298	0.0197	0.1634	8.0	0.1206	Potri.011G010800.1	Potri.004G004900.1	1.0	1.0
Potri.011G010800.1__Potri.014G157100.1	0.8816299999999999	0.77932	735.0	648.0	0.18855999999999998	GF_001298	0.0769	2.32	9.0	0.0331	Potri.014G157100.1	Potri.011G010800.1	0.25	0.25
Potri.011G010800.1__Potri.014G157100.1	0.8816299999999999	0.77932	735.0	648.0	0.18855999999999998	GF_001298	0.0769	2.32	9.0	0.0331	Potri.014G157100.1	Potri.011G010800.1	0.25	0.25
Potri.004G004900.1__Potri.014G157100.1	0.8816299999999999	0.77469	735.0	648.0	0.20135999999999998	GF_001298	0.0783	2.1545	9.0	0.0363	Potri.014G157100.1	Potri.004G004900.1	0.25	0.25
Potri.004G004900.1__Potri.014G157100.1	0.8816299999999999	0.77469	735.0	648.0	0.20135999999999998	GF_001298	0.0783	2.1545	9.0	0.0363	Potri.014G157100.1	Potri.004G004900.1	0.25	0.25
Potri.002G226000.1__Potri.011G010800.1	0.8816299999999999	0.76852	735.0	648.0	0.22027	GF_001298	0.0939	2.1191	9.0	0.0443	Potri.002G226000.1	Potri.011G010800.1	0.25	0.25
Potri.002G226000.1__Potri.004G004900.1	0.8816299999999999	0.75926	735.0	648.0	0.23306999999999997	GF_001298	0.0949	2.1115	9.0	0.0449	Potri.002G226000.1	Potri.004G004900.1	0.25	0.25
Potri.004G147400.1__Potri.009G108900.1	0.34139	0.81711	993.0	339.0	0.38623	GF_001296	0.1779	0.4048	6.0	0.4395	Potri.009G108900.1	Potri.004G147400.1	1.0	1.0
Potri.001G132800.1__Potri.003G100700.1	0.8338399999999999	0.90217	993.0	828.0	0.12122999999999999	GF_001296	0.0274	0.3489	7.0	0.0785	Potri.001G132800.1	Potri.003G100700.1	1.0	1.0
Potri.001G009000.1__Potri.003G216500.1	0.9426	0.86325	993.0	936.0	0.17885	GF_001296	0.0452	0.3333	8.0	0.1357	Potri.003G216500.1	Potri.001G009000.1	1.0	1.0
Potri.001G009000.1__Potri.003G216500.1	0.9426	0.86325	993.0	936.0	0.17885	GF_001296	0.0452	0.3333	8.0	0.1357	Potri.003G216500.1	Potri.001G009000.1	1.0	1.0
Potri.001G225800.1__Potri.009G022300.1	0.42553	0.8966700000000001	705.0	300.0	0.18974000000000002	GF_001300	0.0721	0.3009	6.0	0.2395	Potri.009G022300.1	Potri.001G225800.1	1.0	1.0
Potri.006G033200.1__Potri.016G030900.1	0.8212799999999999	0.9188299999999999	705.0	579.0	0.15535	GF_001300	0.035	0.2332	7.0	0.15	Potri.006G033200.1	Potri.016G030900.1	1.0	1.0
Potri.001G032900.1__Potri.003G192200.1	0.85106	0.89833	705.0	600.0	0.14619000000000001	GF_001300	0.067	0.3235	8.0	0.207	Potri.003G192200.1	Potri.001G032900.1	1.0	1.0
Potri.001G037000.1__Potri.003G187900.1	0.34357	0.6987399999999999	2541.0	873.0	0.65464	GF_001312	0.1326	0.4505	8.0	0.2944	Potri.001G037000.1	Potri.003G187900.1	0.33333	0.33333
Potri.004G040300.1__Potri.011G049700.1	0.8921600000000001	0.9213	4173.0	3723.0	0.07989	GF_001311	0.0686	0.3069	9.0	0.2234	Potri.011G049700.1	Potri.004G040300.1	0.5	0.5
Potri.004G040300.1__Potri.011G049700.1	0.8921600000000001	0.9213	4173.0	3723.0	0.07989	GF_001311	0.0686	0.3069	9.0	0.2234	Potri.011G049700.1	Potri.004G040300.1	0.5	0.5
Potri.004G197100.1__Potri.009G159800.1	0.85665	0.89651	1737.0	1488.0	0.1191	GF_001293	0.0523	0.3352	6.0	0.156	Potri.009G159800.1	Potri.004G197100.1	1.0	1.0
Potri.006G043100.1__Potri.T138700.1	0.8704700000000001	0.99603	1737.0	1512.0	0.00783	GF_001293	0.0028	0.0063	7.0	0.4434	Potri.006G043100.1	Potri.T138700.1	1.0	1.0
Potri.006G043100.1__Potri.016G040200.1	0.8704700000000001	0.9318799999999999	1737.0	1512.0	0.07189	GF_001293	0.0291	0.217	8.0	0.134	Potri.016G040200.1	Potri.006G043100.1	0.5	0.5
Potri.013G148800.1__Potri.019G118400.1	0.42326	0.80586	1290.0	546.0	0.25551999999999997	GF_001315	0.1456	0.634	6.0	0.2297	Potri.019G118400.1	Potri.013G148800.1	1.0	1.0
Potri.013G148800.1__Potri.019G118400.1	0.42326	0.80586	1290.0	546.0	0.25551999999999997	GF_001315	0.1456	0.634	6.0	0.2297	Potri.019G118400.1	Potri.013G148800.1	1.0	1.0
Potri.004G032300.1__Potri.011G041200.1	0.69767	0.8922200000000001	1290.0	900.0	0.13057	GF_001315	0.0411	0.2398	7.0	0.1715	Potri.004G032300.1	Potri.011G041200.1	1.0	1.0
Potri.004G032300.1__Potri.019G118400.1	0.97209	0.7193	1290.0	1254.0	0.38471	GF_001315	0.1834	1.3444	10.0	0.1364	Potri.019G118400.1	Potri.004G032300.1	0.125	0.125
Potri.004G032300.1__Potri.019G118400.1	0.97209	0.7193	1290.0	1254.0	0.38471	GF_001315	0.1834	1.3444	10.0	0.1364	Potri.019G118400.1	Potri.004G032300.1	0.125	0.125
Potri.004G032300.1__Potri.019G118400.1	0.97209	0.7193	1290.0	1254.0	0.38471	GF_001315	0.1834	1.3444	10.0	0.1364	Potri.019G118400.1	Potri.004G032300.1	0.125	0.125
Potri.004G032300.1__Potri.019G118400.1	0.97209	0.7193	1290.0	1254.0	0.38471	GF_001315	0.1834	1.3444	10.0	0.1364	Potri.019G118400.1	Potri.004G032300.1	0.125	0.125
Potri.011G041200.1__Potri.019G118400.1	0.69302	0.72819	1290.0	894.0	0.39971999999999996	GF_001315	0.1674	1.0358	10.0	0.1616	Potri.019G118400.1	Potri.011G041200.1	0.125	0.125
Potri.011G041200.1__Potri.019G118400.1	0.69302	0.72819	1290.0	894.0	0.39971999999999996	GF_001315	0.1674	1.0358	10.0	0.1616	Potri.019G118400.1	Potri.011G041200.1	0.125	0.125
Potri.011G041200.1__Potri.019G118400.1	0.69302	0.72819	1290.0	894.0	0.39971999999999996	GF_001315	0.1674	1.0358	10.0	0.1616	Potri.019G118400.1	Potri.011G041200.1	0.125	0.125
Potri.011G041200.1__Potri.019G118400.1	0.69302	0.72819	1290.0	894.0	0.39971999999999996	GF_001315	0.1674	1.0358	10.0	0.1616	Potri.019G118400.1	Potri.011G041200.1	0.125	0.125
Potri.004G032300.1__Potri.013G148800.1	0.42326	0.6629999999999999	1290.0	546.0	0.56511	GF_001315	0.2602	2.3492	10.0	0.1108	Potri.013G148800.1	Potri.004G032300.1	0.125	0.125
Potri.004G032300.1__Potri.013G148800.1	0.42326	0.6629999999999999	1290.0	546.0	0.56511	GF_001315	0.2602	2.3492	10.0	0.1108	Potri.013G148800.1	Potri.004G032300.1	0.125	0.125
